variant,method,chart_id,prediction_path,prediction_exists,schema_valid,scored,correct,total,accuracy,failure_stage,failure_error
V5_plan_detail_no_ma,D_SFT,KBDL_L33,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KBDL_L33.json,True,True,True,13,19,0.6842105263157895,,
V5_plan_detail_no_ma,D_SFT,KBFF_L12,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KBFF_L12.json,True,True,True,17,19,0.8947368421052632,,
V5_plan_detail_no_ma,D_SFT,KBOS_L15R,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KBOS_L15R.json,True,True,True,4,13,0.3076923076923077,,
V5_plan_detail_no_ma,D_SFT,KBUR_L08-Z,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KBUR_L08-Z.json,True,True,True,9,25,0.36,,
V5_plan_detail_no_ma,D_SFT,KCEC_L12,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KCEC_L12.json,True,True,True,9,19,0.47368421052631576,,
V5_plan_detail_no_ma,D_SFT,KCRW_L05,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KCRW_L05.json,True,True,True,14,19,0.7368421052631579,,
V5_plan_detail_no_ma,D_SFT,KALN_L29,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KALN_L29.json,True,True,True,10,25,0.4,,
V5_plan_detail_no_ma,D_SFT,KALO_L12,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KALO_L12.json,True,True,True,11,19,0.5789473684210527,,
V5_plan_detail_no_ma,D_SFT,KAWM_L17,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KAWM_L17.json,True,True,True,15,19,0.7894736842105263,,
V5_plan_detail_no_ma,D_SFT,KBRD_L34,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KBRD_L34.json,True,True,True,15,19,0.7894736842105263,,
V5_plan_detail_no_ma,D_SFT,KBTL_L23R,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KBTL_L23R.json,True,True,True,17,19,0.8947368421052632,,
V5_plan_detail_no_ma,D_SFT,KBTP_L08,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KBTP_L08.json,True,True,True,17,19,0.8947368421052632,,
V5_plan_detail_no_ma,D_SFT,KBWI_L15L,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KBWI_L15L.json,True,True,True,11,19,0.5789473684210527,,
V5_plan_detail_no_ma,D_SFT,KCAK_L01,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KCAK_L01.json,True,True,True,16,19,0.8421052631578947,,
V5_plan_detail_no_ma,D_SFT,KCBF_L36,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KCBF_L36.json,True,True,True,15,19,0.7894736842105263,,
V5_plan_detail_no_ma,D_SFT,KCJR_L04,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KCJR_L04.json,True,False,False,,,,schema_validation,chart_id: 'KSFRA_L316' does not match '^[A-Z]{4}_[A-Z0-9\\-]+$'; procedure.airport: 'KSFRA' does not match '^[A-Z]{4}$'
V5_plan_detail_no_ma,D_SFT,KAFN_RNV-B,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KAFN_RNV-B.json,True,True,True,14,19,0.7368421052631579,,
V5_plan_detail_no_ma,D_SFT,KAFN_RNV-C,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KAFN_RNV-C.json,True,True,True,11,19,0.5789473684210527,,
V5_plan_detail_no_ma,D_SFT,KANP_RNV-A,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KANP_RNV-A.json,True,False,False,,,,schema_validation,chart_id: 'KGRCO_L295' does not match '^[A-Z]{4}_[A-Z0-9\\-]+$'; procedure.airport: 'KGRCO' does not match '^[A-Z]{4}$'
V5_plan_detail_no_ma,D_SFT,KAPT_R04,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KAPT_R04.json,True,True,True,10,25,0.4,,
V5_plan_detail_no_ma,D_SFT,KAQW_RNV-A,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KAQW_RNV-A.json,True,False,False,,,,schema_validation,chart_id: 'KKNRS_L25' does not match '^[A-Z]{4}_[A-Z0-9\\-]+$'; procedure.airport: 'KKNRS' does not match '^[A-Z]{4}$'
V5_plan_detail_no_ma,D_SFT,KAQW_RNV-B,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KAQW_RNV-B.json,True,True,True,12,19,0.631578947368421,,
V5_plan_detail_no_ma,D_SFT,KAVQ_R12,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KAVQ_R12.json,True,True,True,17,19,0.8947368421052632,,
V5_plan_detail_no_ma,D_SFT,KAVQ_R21,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KAVQ_R21.json,True,True,True,10,25,0.4,,
V5_plan_detail_no_ma,D_SFT,KAXH_R27,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KAXH_R27.json,True,True,True,12,19,0.631578947368421,,
V5_plan_detail_no_ma,D_SFT,KBDN_R34,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KBDN_R34.json,True,True,True,11,25,0.44,,
V5_plan_detail_no_ma,D_SFT,KBJC_R12L,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KBJC_R12L.json,True,False,False,,,,schema_validation,chart_id: 'KNSPY_I05' does not match '^[A-Z]{4}_[A-Z0-9\\-]+$'; procedure.airport: 'KNSPY' does not match '^[A-Z]{4}$'
V5_plan_detail_no_ma,D_SFT,KBLF_R05,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KBLF_R05.json,True,True,True,16,19,0.8421052631578947,,
V5_plan_detail_no_ma,D_SFT,KBMQ_R01,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KBMQ_R01.json,True,False,False,,,,schema_validation,chart_id: 'KCTAF_L30' does not match '^[A-Z]{4}_[A-Z0-9\\-]+$'; procedure.airport: 'KCTAF' does not match '^[A-Z]{4}$'
V5_plan_detail_no_ma,D_SFT,KBOS_R32,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KBOS_R32.json,True,False,False,,,,schema_validation,chart_id: 'KSCUP_L16' does not match '^[A-Z]{4}_[A-Z0-9\\-]+$'; procedure.airport: 'KSCUP' does not match '^[A-Z]{4}$'
V5_plan_detail_no_ma,D_SFT,KBUR_R08-Z,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KBUR_R08-Z.json,False,False,False,,,,missing_prediction,prediction json does not exist
V5_plan_detail_no_ma,D_SFT,KCEA_RNV-D,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KCEA_RNV-D.json,True,True,True,14,19,0.7368421052631579,,
V5_plan_detail_no_ma,D_SFT,KCII_R33,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KCII_R33.json,True,True,True,12,19,0.631578947368421,,
V5_plan_detail_no_ma,D_SFT,KADF_R22,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KADF_R22.json,True,True,True,12,19,0.631578947368421,,
V5_plan_detail_no_ma,D_SFT,KAKH_R03,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KAKH_R03.json,True,False,False,,,,schema_validation,chart_id: 'KGAFF_I03' does not match '^[A-Z]{4}_[A-Z0-9\\-]+$'; procedure.airport: 'KGAFF' does not match '^[A-Z]{4}$'
V5_plan_detail_no_ma,D_SFT,KAOO_R03-Z,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KAOO_R03-Z.json,True,True,True,10,25,0.4,,
V5_plan_detail_no_ma,D_SFT,KAOO_R21,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KAOO_R21.json,True,True,True,12,25,0.48,,
V5_plan_detail_no_ma,D_SFT,KARG_R04,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KARG_R04.json,True,True,True,12,19,0.631578947368421,,
V5_plan_detail_no_ma,D_SFT,KAWG_R36,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KAWG_R36.json,True,True,True,16,19,0.8421052631578947,,
V5_plan_detail_no_ma,D_SFT,KAXV_R26,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KAXV_R26.json,True,True,True,14,19,0.7368421052631579,,
V5_plan_detail_no_ma,D_SFT,KBFD_R14,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KBFD_R14.json,True,True,True,14,19,0.7368421052631579,,
V5_plan_detail_no_ma,D_SFT,KBKX_R30,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KBKX_R30.json,True,True,True,15,19,0.7894736842105263,,
V5_plan_detail_no_ma,D_SFT,KBLV_R32RY,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KBLV_R32RY.json,True,True,True,13,19,0.6842105263157895,,
V5_plan_detail_no_ma,D_SFT,KBTR_R04L,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KBTR_R04L.json,True,False,False,,,,schema_validation,chart_id: 'KUREC_K04L' does not match '^[A-Z]{4}_[A-Z0-9\\-]+$'; procedure.airport: 'KUREC' does not match '^[A-Z]{4}$'
V5_plan_detail_no_ma,D_SFT,KBUM_R18,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KBUM_R18.json,True,True,True,16,19,0.8421052631578947,,
V5_plan_detail_no_ma,D_SFT,KBXA_R18,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KBXA_R18.json,True,True,True,15,19,0.7894736842105263,,
V5_plan_detail_no_ma,D_SFT,KBYH_R36,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KBYH_R36.json,True,True,True,14,19,0.7368421052631579,,
V5_plan_detail_no_ma,D_SFT,KCAO_R02,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KCAO_R02.json,True,True,True,13,19,0.6842105263157895,,
V5_plan_detail_no_ma,D_SFT,KCBF_R36,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KCBF_R36.json,True,True,True,17,19,0.8947368421052632,,
V5_plan_detail_no_ma,D_SFT,KCDI_R04,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KCDI_R04.json,True,False,False,,,,schema_validation,chart_id: 'KBELL_K04' does not match '^[A-Z]{4}_[A-Z0-9\\-]+$'; procedure.airport: 'KBELL' does not match '^[A-Z]{4}$'
V5_plan_detail_no_ma,D_SFT,KCDS_R36,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KCDS_R36.json,True,True,True,16,19,0.8421052631578947,,
V5_plan_detail_no_ma,D_SFT,KCGI_R10,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KCGI_R10.json,True,True,True,14,19,0.7368421052631579,,
V5_plan_detail_no_ma,D_SFT,KCHO_R03,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KCHO_R03.json,True,True,True,14,19,0.7368421052631579,,
V5_plan_detail_no_ma,D_SFT,KCNC_R10,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KCNC_R10.json,False,False,False,,,,missing_prediction,prediction json does not exist
V5_plan_detail_no_ma,D_SFT,KCOI_R11,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KCOI_R11.json,True,True,True,12,25,0.48,,
V5_plan_detail_no_ma,D_SFT,KCRS_R32,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KCRS_R32.json,True,True,True,17,19,0.8947368421052632,,
V5_plan_detail_no_ma,D_SFT,KANB_R05,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KANB_R05.json,True,False,False,,,,schema_validation,chart_id: 'KINTZ_L05' does not match '^[A-Z]{4}_[A-Z0-9\\-]+$'; procedure.airport: 'KINTZ' does not match '^[A-Z]{4}$'
V5_plan_detail_no_ma,D_SFT,KAST_R26,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KAST_R26.json,True,False,False,,,,schema_validation,chart_id: 'OLM_OLM_K081' does not match '^[A-Z]{4}_[A-Z0-9\\-]+$'; procedure.airport: 'OLM' does not match '^[A-Z]{4}$'
V5_plan_detail_no_ma,D_SFT,KABE_R13,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KABE_R13.json,True,False,False,,,,schema_validation,chart_id: 'KOCEC_K13' does not match '^[A-Z]{4}_[A-Z0-9\\-]+$'; procedure.airport: 'KOCEC' does not match '^[A-Z]{4}$'
V5_plan_detail_no_ma,D_SFT,KABE_R24,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KABE_R24.json,True,True,True,12,25,0.48,,
V5_plan_detail_no_ma,D_SFT,KABY_R05,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KABY_R05.json,True,True,True,11,25,0.44,,
V5_plan_detail_no_ma,D_SFT,KABY_R17,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KABY_R17.json,True,False,False,,,,schema_validation,"$: Additional properties are not allowed ('approach', 'chart_name' were unexpected)"
V5_plan_detail_no_ma,D_SFT,KABY_R23,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KABY_R23.json,True,True,True,12,25,0.48,,
V5_plan_detail_no_ma,D_SFT,KACK_R33,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KACK_R33.json,True,True,True,12,25,0.48,,
V5_plan_detail_no_ma,D_SFT,KACY_R13-Y,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KACY_R13-Y.json,True,True,True,11,25,0.44,,
V5_plan_detail_no_ma,D_SFT,KACY_R31-Y,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KACY_R31-Y.json,True,True,True,13,25,0.52,,
V5_plan_detail_no_ma,D_SFT,KAFW_R34R,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KAFW_R34R.json,True,True,True,11,25,0.44,,
V5_plan_detail_no_ma,D_SFT,KAGC_R10,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KAGC_R10.json,True,False,False,,,,schema_validation,chart_id: 'KNEST_I01' does not match '^[A-Z]{4}_[A-Z0-9\\-]+$'; procedure.airport: 'KNEST' does not match '^[A-Z]{4}$'
V5_plan_detail_no_ma,D_SFT,KAGC_R28,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KAGC_R28.json,True,True,True,11,25,0.44,,
V5_plan_detail_no_ma,D_SFT,KAKH_R21,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KAKH_R21.json,True,True,True,10,25,0.4,,
V5_plan_detail_no_ma,D_SFT,KALB_R10,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KALB_R10.json,True,False,False,,,,schema_validation,"$: Additional properties are not allowed ('approach', 'chart_name' were unexpected); chart_id: 'KMARI_KV2' does not match '^[A-Z]{4}_[A-Z0-9\\-]+$'; procedure.airport: 'KMARI' does not match '^[A-Z]{4}$'"
V5_plan_detail_no_ma,D_SFT,KALB_R19-Y,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KALB_R19-Y.json,True,True,True,11,25,0.44,,
V5_plan_detail_no_ma,D_SFT,KALB_R28,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KALB_R28.json,True,True,True,10,25,0.4,,
V5_plan_detail_no_ma,D_SFT,KALN_R17,formal_runs/experiment4/experiment4_source_ablation_formal200_20260503_r1\runs\formal_eval200\V5_plan_detail_no_ma\D_SFT\predictions\V5_plan_detail_no_ma_D_SFT\canonical_json\KALN_R17.json,True,True,True,11,25,0.44,,
